name,rarity
"Jolene, Plundering Pugilist",uncommon
"Kambal, Profiteering Mayor",rare
Kellan Joins Up,rare
"Kellan, the Kid",mythic
"Kraum, Violent Cacophony",uncommon
Laughing Jasper Flint,rare
"Lazav, Familiar Stranger",uncommon
"Lilah, Undefeated Slickshot",rare
Make Your Own Luck,uncommon
"Malcolm, the Eyes",rare
"Marchesa, Dealer of Death",rare
"Miriam, Herd Whisperer",uncommon
"Obeka, Splitter of Seconds",rare
"Oko, the Ringleader",mythic
Pillage the Bog,rare
Rakdos Joins Up,rare
"Rakdos, the Muscle",mythic
Riku of Many Paths,rare
"Roxanne, Starfall Savant",rare
Ruthless Lawbringer,uncommon
"Satoru, the Infiltrator",rare
"Selvala, Eager Trailblazer",mythic
Seraphic Steed,rare
Slick Sequence,uncommon
"Taii Wakeen, Perfect Shot",rare
"Vial Smasher, Gleeful Grenadier",uncommon
Vraska Joins Up,rare
"Vraska, the Silencer",mythic
Wrangler of the Damned,uncommon
"Wylie Duke, Atiin Hero",rare
Bandit's Haul,uncommon
Boom Box,uncommon
Gold Pan,common
Lavaspur Boots,uncommon
Luxurious Locomotive,uncommon
Mobile Homestead,uncommon
Oasis Gardener,common
Redrock Sentinel,uncommon
Silver Deputy,common
Sterling Hound,common
Tomb Trawler,uncommon
Abraded Bluffs,common
Arid Archway,uncommon
Bristling Backwoods,common
Conduit Pylons,common
Creosote Heath,common
Eroded Canyon,common
Festering Gulch,common
Forlorn Flats,common
Jagged Barrens,common
Lonely Arroyo,common
Mirage Mesa,common
Sandstorm Verge,uncommon
Soured Springs,common
Bucolic Ranch,uncommon
Jace Reawakened,mythic
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
