name,rarity
Dragonbroods' Relic,uncommon
Dusyut Earthcarver,common
Encroaching Dragonstorm,uncommon
Formation Breaker,uncommon
Heritage Reclamation,common
Inspirited Vanguard,uncommon
Knockout Maneuver,uncommon
Krotiq Nestguard,common
Piercing Exhale,common
Rainveil Rejuvenator,uncommon
Rite of Renewal,uncommon
Roamer's Routine,common
Sage of the Fang,uncommon
Sagu Pummeler,common
Sagu Wildling // Roost Seek,common
Sarkhan's Resolve,common
Sultai Devotee,common
Synchronized Charge,uncommon
Trade Route Envoy,common
Traveling Botanist,uncommon
Undergrowth Leopard,common
Armament Dragon,uncommon
Auroral Procession,uncommon
Bone-Cairn Butcher,uncommon
Cori Mountain Stalwart,uncommon
Defibrillating Current,uncommon
Disruptive Stormbrood // Petty Revenge,uncommon
Dragonclaw Strike,uncommon
Effortless Master,uncommon
Frontline Rush,uncommon
Glacial Dragonhunt,uncommon
Gurmag Nightwatch,common
Hardened Tactician,uncommon
Host of the Hereafter,uncommon
Jeskai Brushmaster,uncommon
Jeskai Shrinekeeper,uncommon
Karakyk Guardian,uncommon
Kheru Goldkeeper,uncommon
Kin-Tree Severance,uncommon
Kishla Skimmer,uncommon
Lie in Wait,uncommon
Mammoth Bellow,uncommon
Marshal of the Lost,uncommon
Monastery Messenger,common
Purging Stormbrood // Absorb Essence,uncommon
Rakshasa's Bargain,uncommon
Reigning Victor,common
Reputable Merchant,common
Riverwheel Sweep,uncommon
Runescale Stormbrood // Chilling Screech,uncommon
Skirmish Rhino,uncommon
Sonic Shrieker,uncommon
Stalwart Successor,uncommon
Temur Tawnyback,common
Twinmaw Stormbrood // Charring Bite,uncommon
Whirlwing Stormbrood // Dynamic Soar,uncommon
Abzan Monument,uncommon
Boulderborn Dragon,common
Dragonstorm Globe,common
Embermouth Sentinel,common
Jade-Cast Sentinel,common
Jeskai Monument,uncommon
Mardu Monument,uncommon
Sultai Monument,uncommon
Temur Monument,uncommon
Watcher of the Wayside,common
Clarion Conqueror // Clarion Conqueror,rare
Magmatic Hellkite // Magmatic Hellkite,rare
"Ugin, Eye of the Storms // Ugin, Eye of the Storms",mythic
