name,rarity
Gandalf the Grey,rare
Gandalf's Sanction,uncommon
"Gimli, Mournful Avenger",rare
Gwaihir the Windlord,uncommon
King of the Oathbreakers,rare
"Legolas, Counter of Kills",uncommon
"Lotho, Corrupt Shirriff",rare
"Mauhúr, Uruk-hai Captain",uncommon
"Merry, Esquire of Rohan",rare
The Mouth of Sauron,uncommon
Old Man Willow,uncommon
"Pippin, Guard of the Citadel",rare
Prince Imrahil the Fair,uncommon
Ringsight,uncommon
Rise of the Witch-king,uncommon
Samwise Gamgee,rare
Saruman of Many Colors,mythic
"Sauron, the Dark Lord",mythic
Sauron's Ransom,rare
Shadow Summoning,uncommon
"Shadowfax, Lord of Horses",uncommon
"Shagrat, Loot Bearer",rare
"Sharkey, Tyrant of the Shire",rare
"Shelob, Child of Ungoliant",rare
"Sméagol, Helpful Guide",rare
"Strider, Ranger of the North",uncommon
"Théoden, King of Rohan",uncommon
Tom Bombadil,mythic
Uglúk of the White Hand,uncommon
"Andúril, Flame of the West",mythic
Barrow-Blade,uncommon
Ent-Draught Basin,uncommon
Glamdring,mythic
Horn of Gondor,rare
Horn of the Mark,rare
Inherited Envelope,common
Lembas,common
Mirror of Galadriel,uncommon
Mithril Coat,rare
A-The One Ring,mythic
Palantír of Orthanc,mythic
Phial of Galadriel,rare
Shire Scarecrow,common
"Sting, the Glinting Dagger",rare
Stone of Erech,uncommon
Wizard's Rockets,common
Barad-dûr,rare
Great Hall of the Citadel,common
The Grey Havens,uncommon
Minas Tirith,rare
Mines of Moria,rare
Mount Doom,mythic
Rivendell,rare
The Shire,rare
Shire Terrace,common
"Saradoc, Master of Buckland",rare
Elvish Mariner,rare
Ringwraiths,rare
Assault on Osgiliath,rare
Elanor Gardner,rare
"Aragorn and Arwen, Wed",mythic
"Sauron, the Lidless Eye",mythic
"Frodo, Determined Hero",rare
"Gandalf, White Rider",rare
"Gollum, Scheming Guide",rare
"Witch-king, Bringer of Ruin",rare
Fires of Mount Doom,rare
Goblin Assailant,common
"Galadriel, Gift-Giver",rare
"The Balrog, Flame of Udûn",rare
Bilbo's Ring,rare
Trailblazer's Boots,rare
Eagle of Deliverance,rare
Minas Tirith Garrison,rare
Warg Rider,rare
Riders of the Mark,rare
Mirkwood Channeler,rare
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
