name,rarity
Zealot of the God-Pharaoh,common
Beneath the Sands,common
Bitterbow Sharpshooters,common
Collected Company,rare
Feral Prowler,common
Hope Tender,uncommon
Hornet Queen,mythic
Hour of Promise,rare
Life Goes On,common
Majestic Myriarch,mythic
Oasis Ritualist,common
Pride Sovereign,rare
Ramunap Excavator,rare
Resilient Khenra,rare
Rhonas's Stalwart,common
Sidewinder Naga,common
Sifter Wurm,uncommon
Appeal // Authority,uncommon
Claim // Fame,uncommon
Consign // Oblivion,uncommon
Driven // Despair,rare
Farm // Market,uncommon
Grind // Dust,rare
Leave // Chance,rare
The Locust God,mythic
Obelisk Spider,uncommon
Reason // Believe,rare
Refuse // Cooperate,rare
"Samut, the Tested",mythic
The Scorpion God,mythic
Sphinx's Revelation,mythic
Struggle // Survive,uncommon
Abandoned Sarcophagus,rare
God-Pharaoh's Gift,rare
Hollow One,rare
Mirage Mirror,rare
Perilous Vault,rare
Sunset Pyramid,uncommon
Wall of Forgotten Pharaohs,common
Crypt of the Eternals,uncommon
Desert of the Fervent,common
Desert of the Indomitable,common
Desert of the Mindful,common
Desert of the True,common
Hashep Oasis,uncommon
Ifnir Deadlands,uncommon
Ipnu Rivulet,uncommon
Ramunap Ruins,uncommon
Scavenger Grounds,rare
Shefet Dunes,uncommon
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
Anointed Procession // Anointed Procession,rare
