name,rarity
"Vraska, Golgari Queen",mythic
Worldsoul Colossus,uncommon
Piston-Fist Cyclops,common
Assure // Assemble,rare
Connive // Concoct,rare
Expansion // Explosion,rare
Flower // Flourish,uncommon
Invert // Invent,uncommon
Chamber Sentry,rare
Dimir Locket,common
Gatekeeper Gargoyle,uncommon
Glaive of the Guildpact,uncommon
Golgari Locket,common
Rampaging Monument,uncommon
Selesnya Locket,common
Silent Dart,uncommon
Wand of Vertebrae,uncommon
Gateway Plaza,common
Guildmages' Forum,rare
"Ral, Caller of Storms",mythic
Ral's Dispersal,rare
Precision Bolt,common
Ral's Staticaster,uncommon
"Vraska, Regal Gorgon",mythic
Kraul Raider,common
Attendant of Vraska,uncommon
Vraska's Stoneglare,rare
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
