name,rarity
Pack Guardian,uncommon
Traverse the Ulvenwald,rare
Altered Ego,rare
"Arlinn Kord // Arlinn, Embraced by the Moon",mythic
Epitaph Golem,common
Harvest Hand // Scrounged Scythe,common
Neglected Heirloom // Ashmouth Blade,uncommon
Tamiyo's Journal,rare
Wild-Field Scarecrow,common
"Westvale Abbey // Ormendahl, Profane Prince",rare
Manic Scribe,uncommon
Diregraf Colossus,rare
Insolent Neonate,common
Ravenous Bloodseeker,uncommon
Drownyard Explorers,common
Erdwal Illuminator,uncommon
Jace's Scrutiny,common
Morkrut Necropod,uncommon
Byway Courier,common
Rattlechains,rare
Ghoulcaller's Accomplice,common
Sin Prodder,rare
Ulvenwald Hydra,mythic
Seasons Past,rare
Thornhide Wolves,common
Explosive Apparatus,common
"Sigarda, Heron's Grace",mythic
Confirm Suspicions,rare
Ongoing Investigation,uncommon
Graf Mole,uncommon
Weirding Wood,uncommon
Devilthorn Fox,common
Invasive Surgery,uncommon
Merciless Resolve,common
Olivia's Bloodsworn,uncommon
"Olivia, Mobilized for War",mythic
Flameblade Angel,rare
Epiphany at the Drownyard,rare
Geralf's Masterpiece,mythic
Startled Awake // Persistent Nightmare,mythic
Relentless Dead,mythic
Burn from Within,rare
Devils' Playground,rare
Goldnight Castigator,mythic
Scourge Wolf,rare
Sage of Ancient Lore // Werewolf of Ancient Hunger,rare
Fevered Visions,rare
"Sorin, Grim Nemesis",mythic
Brain in a Jar,rare
Slayer's Plate,rare
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
Puncturing Light,common
Hope Against Hope,uncommon
Humble the Brute,uncommon
Nearheath Chaplain,uncommon
Reaper of Flight Moonsilver,uncommon
Daring Sleuth // Bearer of Overwhelming Truths,uncommon
Deny Existence,common
Fleeting Memories,uncommon
Pieces of the Puzzle,uncommon
Accursed Witch // Infectious Curse,uncommon
Alms of the Vein,common
Biting Rain,uncommon
Kindly Stranger // Demon-Possessed Witch,uncommon
Pick the Brain,uncommon
Ember-Eye Wolf,common
Gatstaf Arsonists // Gatstaf Ravagers,common
Howlpack Wolf,common
Briarbridge Patrol,common
Confront the Unknown,common
Veteran Cathar,uncommon
Murderer's Axe,uncommon
True-Faith Censer,common
