name,rarity
Twinscroll Shaman,common
Bayou Groff,common
Containment Breach,uncommon
Devouring Tendrils,uncommon
Emergent Sequence,uncommon
Field Trip,common
Honor Troll,uncommon
Karok Wrangler,uncommon
Leyline Invocation,common
Mage Duel,common
Master Symmetrist,uncommon
Overgrown Arch,uncommon
Professor of Zoomancy,common
Scurrid Colony,common
Spined Karok,common
Springmane Cervin,common
Tangletrap,common
"A-Rowan, Scholar of Sparks // A-Will, Scholar of Frost",mythic
Aether Helix,uncommon
Biomathematician,common
Blood Researcher,common
Closing Statement,uncommon
Cram Session,common
Creative Outburst,uncommon
Daemogoth Woe-Eater,uncommon
Elemental Masterpiece,common
Elemental Summoning,common
Exhilarating Elocution,common
Fractal Summoning,common
Golden Ratio,uncommon
Infuse with Vitality,common
Inkling Summoning,common
"Killian, Ink Duelist",uncommon
Lorehold Apprentice,uncommon
Lorehold Excavation,uncommon
Lorehold Pledgemage,common
Maelstrom Muse,uncommon
A-Maelstrom Muse,uncommon
Make Your Mark,common
Moldering Karok,common
Needlethorn Drake,common
Oggyar Battle-Seer,common
Owlin Shieldmage,common
Pest Summoning,common
Practical Research,uncommon
Prismari Apprentice,uncommon
Prismari Pledgemage,common
Quandrix Apprentice,uncommon
Quandrix Cultivator,uncommon
Quandrix Pledgemage,common
Relic Sloth,common
Returned Pastcaller,uncommon
Rise of Extus,common
Shadewing Laureate,uncommon
Silverquill Apprentice,uncommon
Silverquill Pledgemage,common
Spectacle Mage,common
Spirit Summoning,common
Spiteful Squad,common
Square Up,common
Stonebound Mentor,common
A-Tanazir Quandrix,mythic
Tend the Pests,uncommon
Witherbloom Pledgemage,common
"Zimone, Quandrix Prodigy",uncommon
Biblioplex Assistant,common
Cogwork Archivist,common
Excavated Wall,common
Reflective Golem,uncommon
Spell Satchel,uncommon
A-Spell Satchel,uncommon
Team Pennant,uncommon
Zephyr Boots,uncommon
Lorehold Campus,common
Witherbloom Campus,common
