name,rarity
Sure-Footed Infiltrator,uncommon
Tazeem Roilmage,common
Umara Wizard // Umara Skyfalls,uncommon
Zulaport Duelist,common
Acquisitions Expert,uncommon
Deadly Alliance,common
Drana's Silencer,common
Ghastly Gloomhunter,common
Guul Draz Mucklord,common
Hagra Constrictor,common
A-Hagra Constrictor,common
Lithoform Blight,uncommon
Malakir Rebirth // Malakir Mire,uncommon
Mind Carver,uncommon
Mind Drain,common
Nimana Skitter-Sneak,common
Nimana Skydancer,common
Oblivion's Hunger,common
Shadow Stinger,uncommon
Skyclave Shadowcat,uncommon
A-Skyclave Shadowcat,uncommon
Zof Consumption // Zof Bloodbog,uncommon
Ardent Electromancer,common
Cinderclasm,uncommon
Cleansing Wildfire,common
Fireblade Charger,uncommon
A-Goma Fada Vanguard,uncommon
Grotag Bug-Catcher,common
Inordinate Rage,common
A-Kargan Intimidator,rare
Kazuul's Fury // Kazuul's Cliffs,uncommon
Molten Blast,common
Pyroclastic Hellion,common
Rockslide Sorcerer,uncommon
A-Rockslide Sorcerer,uncommon
Scorch Rider,common
Shatterskull Minotaur,uncommon
Sizzling Barrage,common
Sneaking Guide,common
Song-Mad Treachery // Song-Mad Ruins,uncommon
Spikefield Hazard // Spikefield Cave,uncommon
Synchronized Spellcraft,common
Teeterpeak Ambusher,common
Thundering Rebuke,uncommon
Tuktuk Rubblefort,common
Dauntless Survivor,common
A-Gnarlid Colony,common
A-Iridescent Hornbeetle,uncommon
Might of Murasa,common
Murasa Brute,common
Murasa Sproutling,uncommon
Nissa's Zendikon,common
A-Oran-Rief Ooze,rare
Reclaim the Wastes,common
Roiling Regrowth,uncommon
Springmantle Cleric,uncommon
Strength of Solidarity,common
Tajuru Blightblade,common
Tajuru Snarecaster,common
Taunting Arbormage,uncommon
Turntimber Ascetic,common
Vastwood Fortification // Vastwood Thicket,uncommon
Veteran Adventurer,uncommon
Vine Gecko,uncommon
Cleric of Life's Bond,uncommon
Kargan Warleader,uncommon
A-Kargan Warleader,uncommon
Lullmage's Familiar,uncommon
Moss-Pit Skeleton,uncommon
A-Moss-Pit Skeleton,uncommon
Murasa Rootgrazer,uncommon
"A-Nahiri, Heir of the Ancients",mythic
"A-Omnath, Locus of Creation",mythic
"A-Phylath, World Sculptor",rare
Ravager's Mace,uncommon
Soaring Thought-Thief,uncommon
Umara Mystic,uncommon
A-Umara Mystic,uncommon
Relic Amulet,uncommon
Relic Golem,uncommon
Relic Vial,uncommon
Sea Gate Colossus,common
Skyclave Sentinel,common
Spare Supplies,common
Stonework Packbeast,common
Utility Knife,common
Base Camp,uncommon
A-Base Camp,uncommon
