name,rarity
Cultivator Colossus,mythic
Dawnhart Disciple,common
Dig Up,rare
Dormant Grove // Gnarled Grovestrider,uncommon
Flourishing Hunter,common
Glorious Sunrise,rare
Hamlet Vanguard,rare
Hiveheart Shaman,rare
Hookhand Mariner // Riphook Raider,common
Howling Moon,rare
Howlpack Piper // Wildsong Howler,rare
Infestation Expert // Infested Werewolf,uncommon
Laid to Rest,uncommon
Massive Might,common
Moldgraf Millipede,common
Nature's Embrace,common
Oakshade Stalker // Moonlit Ambusher,uncommon
Packsong Pup,uncommon
Reclusive Taxidermist,uncommon
Retrieve,uncommon
Rural Recruit,common
Sawblade Slinger,uncommon
Sheltering Boughs,common
Spiked Ripsaw,uncommon
Splendid Reclamation,rare
Spore Crawler,common
Sporeback Wolf,common
Toxic Scorpion,common
Ulvenwald Oddity // Ulvenwald Behemoth,rare
Weaver of Blossoms // Blossom-Clad Werewolf,common
Witch's Web,common
Wolf Strike,common
Wolfkin Outcast // Wedding Crasher,uncommon
Ancient Lumberknot,uncommon
"Anje, Maid of Dishonor",rare
Bloodtithe Harvester,uncommon
Brine Comber // Brinebound Gift,uncommon
Child of the Pack // Savage Packmate,uncommon
"Dorothea, Vengeful Victim // Dorothea's Retribution",rare
"Edgar, Charmed Groom // Edgar Markov's Coffin",rare
"Eruth, Tormented Prophet",rare
"Grolnok, the Omnivore",rare
"Halana and Alena, Partners",rare
"Kaya, Geist Hunter",mythic
Markov Purifier,uncommon
Markov Waltzer,uncommon
"Odric, Blood-Cursed",rare
Old Rutstein,rare
"Olivia, Crimson Bride",mythic
"Runo Stromkirk // Krothuss, Lord of the Deep",rare
Sigardian Paladin,uncommon
Skull Skaab,uncommon
"Torens, Fist of the Angels",rare
Vilespawn Spider,uncommon
Wandering Mind,uncommon
Blood Servitor,common
Boarded Window,uncommon
Ceremonial Knife,common
Dollhouse of Horrors,rare
Foreboding Statue // Forsaken Thresher,uncommon
Honored Heirloom,common
Lantern of the Lost,uncommon
Wedding Invitation,common
Deathcap Glade,rare
Dreamroot Cascade,rare
Shattered Sanctum,rare
Stormcarved Coast,rare
Sundown Pass,rare
Voldaren Estate,rare
Plains // Plains,common
Island // Island,common
Swamp // Swamp,common
Mountain // Mountain,common
Forest // Forest,common
A-Binding Geist // A-Spectral Binding,common
A-Cobbled Lancer,uncommon
A-Dreamshackle Geist,rare
A-Gutter Skulker // A-Gutter Shortcut,uncommon
A-Lantern Bearer // A-Lanterns' Lift,common
A-Mischievous Catgeist // A-Catlike Curiosity,uncommon
A-Stitched Assistant,common
A-Brine Comber // A-Brinebound Gift,uncommon
"A-Dorothea, Vengeful Victim // A-Dorothea's Retribution",rare
A-Sigardian Paladin,uncommon
A-Skull Skaab,uncommon
